STOFF_ID;Stoff_Typ;Name_Botanisch_INCI;Name_DE;Name_EN;Status;Herkunft_Region;Wissen_Tradition;Familie_Botanisch_Tags;Pflanzenteil_Tags;Gewinnung_Tags;Form_Beschaffenheit;Sensorik_Tags;Chemie_Leitsubstanzen;Harmoniert_Mit_Tags;Sicherheit_Kontraindikation;Labels_Qualitaet;Lagerung;Haltbarkeit_Monate;Lieferant_Haupt;Lieferant_ArtNr;Einkaufspreis_Netto;Waehrung;Gebinde_Groesse;Mengeneinheit;Mindestbestand;Zolltarifnummer;Bio_Kontrollstelle;Anwendung_Dosierung;Tipps_Substitution;Platzhalter_Illu;Illu_Prompt_Positiv;Illu_Prompt_Negativ;Illu_Style;Gemini_Comment;Gemini_Comment2;Old_ID_Ref
STOFF-HRB-000058;Kraut;Salvia rosmarinus;Rosmarin;Rosemary;Active;Mittelmeer;Häufig zu Fleisch und Kartoffeln.;Lamiaceae;Nadeln;Trocknung;Nadeln;harzig|kiefer;1,8-Cineol;Lamm|Wild;Keine;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Lange Garzeit möglich;Thymian;STOFF-HRB-000058;Ultrarealistisches Foto von getrockneten Rosmarinnadeln, 8k;kein frischer Zweig;Foto;;;—
STOFF-HRB-000059;Kraut;Salvia officinalis;Salbei;Sage;Active;Mittelmeer;Sehr aromatisch für Küche und Tee.;Lamiaceae;Blätter;Trocknung;Geschnitten;herb|warm;Thujon;Butter|Kalb;Thujon beachten;—;Trocken/Dunkel;24;;;;;;;;12119086;—;In Butter auslassen;Rosmarin;STOFF-HRB-000059;Ultrarealistisches Foto von getrocknetem Salbei, 8k;kein frischer Salbei;Foto;;;—
STOFF-HRB-000060;Kraut;Origanum syriacum;Za'atar-Kraut;Za'atar Herb;Active;Levant;Für Za’atar-Mischungen.;Lamiaceae;Blätter;Trocknung;Gerebelt;kräftig|krautig;Thymol;Olivenöl|Labneh;Keine;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Als Finish;Oregano;STOFF-HRB-000060;Ultrarealistisches Foto von getrocknetem Za'atar-Kraut, 8k;kein Gericht;Foto;;;—
STOFF-HRB-000061;Kraut;Ruta graveolens;Weinraute;Rue;Active;Mittelmeer;Traditionell in kleinen Mengen.;Rutaceae;Blätter;Trocknung;Geschnitten;herb|bitter;Rutin;Fettige Speisen;Bitter, sparsam;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Sehr sparsam;Wermut;STOFF-HRB-000061;Ultrarealistisches Foto von getrockneter Weinraute, 8k;kein frisches Kraut;Foto;;;—
STOFF-HRB-000062;Kraut;Hyssopus officinalis;Ysop;Hyssop;Active;Europa;Aromatisch und kampferartig.;Lamiaceae;Blätter;Trocknung;Gerebelt;krautig|warm;Pinocamphon;Lamm|Bohnen;Keine;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Als Würze oder Tee;Thymian;STOFF-HRB-000062;Ultrarealistisches Foto von getrocknetem Ysop, 8k;kein frisches Kraut;Foto;;;—
STOFF-HRB-000063;Kraut;Thymus × citriodorus;Zitronenthymian;Lemon Thyme;Active;Europa;Zitrusfrische Variante.;Lamiaceae;Blätter;Trocknung;Gerebelt;zitronig|würzig;Limonen;Fisch|Gemüse;Keine;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Gerebelt mitgaren;Thymian + Zitrone;STOFF-HRB-000063;Ultrarealistisches Foto von getrocknetem Zitronenthymian, 8k;kein frisches Kraut;Foto;;;—
STOFF-HRB-000064;Kraut;Tagetes minuta;Huacatay;Peruvian Black Mint;Active;Anden;Wichtiges Anden-Kraut für Saucen.;Asteraceae;Blätter;Trocknung;Geschnitten;krautig|minzig;Ocimenon;Kartoffeln|Mais;Keine;—;Trocken/Dunkel;24;;;;;;;;12119086;—;In Saucen nutzen;Minze + Estragon;STOFF-HRB-000064;Ultrarealistisches Foto von getrocknetem Huacatay, 8k;kein frisches Kraut;Foto;;;—
STOFF-HRB-000065;Kraut;Porophyllum ruderale;Pápalo;Papalo;Active;Mexiko;Aromatisches Kraut für Tacos.;Asteraceae;Blätter;Trocknung;Geschnitten;grün|würzig;Limonen;Tacos|Salsa;Keine;—;Trocken/Dunkel;24;;;;;;;;12119086;—;In Salsas nutzen;Koriandergrün + Rucola;STOFF-HRB-000065;Ultrarealistisches Foto von getrocknetem Pápalo, 8k;kein frisches Kraut;Foto;;;—
STOFF-HRB-000066;Kraut;Piper auritum;Hoja Santa;Sacred Pepper Leaf;Active;Mexiko;Aromatisches Blatt für Tamales.;Piperaceae;Blätter;Trocknung;Geschnitten;anisartig|warm;Safrol;Tamales|Mole;Safrolhaltig;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Mitkochen;Anis + Kräuter;STOFF-HRB-000066;Ultrarealistisches Foto von getrockneter Hoja Santa, 8k;kein frisches Blatt;Foto;;;—
STOFF-HRB-000067;Kraut;Rumex acetosa;Sauerampfer;Sorrel;Active;Europa;Säuerlich für Suppen und Saucen.;Polygonaceae;Blätter;Trocknung;Geschnitten;säuerlich|grün;Oxalsäure;Fisch|Suppe;Oxalsäure beachten;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Kurz mitkochen;Zitronenschale;STOFF-HRB-000067;Ultrarealistisches Foto von getrocknetem Sauerampfer, 8k;kein frisches Kraut;Foto;;;—
STOFF-HRB-000068;Kraut;Borago officinalis;Borretsch;Borage;Active;Europa;Gurkenartig-frisches Kraut.;Boraginaceae;Blätter;Trocknung;Geschnitten;gurkig|grün;Pyrrolizidinalkaloide;Quark|Salat;PA beachten;—;Trocken/Dunkel;24;;;;;;;;12119086;—;In Quark oder Suppen;Gurke + Dill;STOFF-HRB-000068;Ultrarealistisches Foto von getrocknetem Borretsch, 8k;kein frisches Kraut;Foto;;;—
STOFF-HRB-000069;Kraut;Achillea millefolium;Schafgarbe;Yarrow;Active;Europa;Traditionelles Bitter- und Teekraut.;Asteraceae;Blüten;Trocknung;Blüten;bitter|krautig;Azulen;Tee|Bitter;Allergie möglich;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Als Tee aufgießen;Kamille;STOFF-HRB-000069;Ultrarealistisches Foto von getrockneter Schafgarbe, 8k;kein frisches Kraut;Foto;;;—
STOFF-HRB-000070;Kraut;Sambucus nigra;Holunderblüten;Elderflower;Active;Europa;Klassisch für Sirup und Tee.;Adoxaceae;Blüten;Trocknung;Blüten;blumig|honig;Linalool;Sirup|Tee;Keine;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Als Tee oder Sirup;Lindenblüte;STOFF-HRB-000070;Ultrarealistisches Foto von getrockneten Holunderblüten, 8k;kein frischer Busch;Foto;;;—
STOFF-HRB-000071;Kraut;Tilia cordata;Lindenblüten;Linden Flowers;Active;Europa;Traditioneller Tee, mild blumig.;Malvaceae;Blüten;Trocknung;Blüten;mild blumig;Farnesol;Tee|Desserts;Keine;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Als Tee aufgießen;Holunderblüte;STOFF-HRB-000071;Ultrarealistisches Foto von getrockneten Lindenblüten, 8k;kein Getränk;Foto;;;—
STOFF-HRB-000072;Kraut;Myrtus communis;Myrte (Blätter);Myrtle Leaves;Active;Mittelmeer;Aromatisches Blatt für Fleisch.;Myrtaceae;Blätter;Trocknung;Ganz;balsamisch|würzig;Cineol;Lamm|Wild;Keine;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Marinaden;Lorbeer;STOFF-HRB-000072;Ultrarealistisches Foto von getrockneten Myrtenblättern, 8k;kein frisches Blatt;Foto;;;—
STOFF-HRB-000073;Kraut;Artemisia vulgaris;Beifuß;Mugwort;Active;Europa;Für fettes Fleisch (Gans).;Asteraceae;Blätter;Trocknung;Geschnitten;würzig|bitter;Thujon;Gans|Schwein;Keine;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Mitkochen;Wermut;STOFF-HRB-000073;Ultrarealistisches Foto von getrocknetem Beifuß, 8k;kein Getränk;Foto;;;—
STOFF-HRB-000074;Kraut;Filipendula ulmaria;Mädesüß;Meadowsweet;Active;Europa;Blumig-süßlich für Tee.;Rosaceae;Blüten;Trocknung;Blüten;blumig|süßlich;Salicylat;Tee|Ansätze;Salicylat-Allergie;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Als Tee aufgießen;Holunderblüte;STOFF-HRB-000074;Ultrarealistisches Foto von getrocknetem Mädesüß, 8k;kein frisches Kraut;Foto;;;—
STOFF-HRB-000075;Kraut;Portulaca oleracea;Portulak;Purslane;Active;Europa;Knackiges Blattkraut für Salate.;Portulacaceae;Blätter;Trocknung;Geschnitten;grün|mild;Omega-3;Salat|Joghurt;Keine;—;Trocken/Dunkel;24;;;;;;;;12119086;—;In Joghurt oder Suppen;Spinat;STOFF-HRB-000075;Ultrarealistisches Foto von getrocknetem Portulak, 8k;kein frisches Kraut;Foto;;;—
STOFF-HRB-000076;Kraut;Tropaeolum majus;Kapuzinerkresse;Nasturtium;Active;Südamerika;Pfeffriges Salatkraut.;Tropaeolaceae;Blätter;Trocknung;Schnitt;pfeffrig|grün;Glucosinolate;Butter|Quark;Keine;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Als Topping;Rucola oder Kresse;STOFF-HRB-000076;Ultrarealistisches Foto von getrockneter Kapuzinerkresse, 8k;kein frischer Strauß;Foto;;;—
STOFF-HRB-000077;Kraut;Nasturtium officinale;Brunnenkresse;Watercress;Fertig;Europa;Frisches, scharfes Blattkraut.;Brassicaceae;Blätter;Trocknung;Geschnitten;pfeffrig|frisch;Gluconasturtiin;Suppe|Sandwich;Keine;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Am Ende zugeben;Rucola;STOFF-HRB-000077;Ultrarealistisches Foto von getrockneter Brunnenkresse, 8k;kein frisches Kraut;Foto;"--- ANALYSE ---
SCHRITT 1: ANALYSE (Text & Visuell)

Der Datensatz beschreibt *Nasturtium officinale*, besser bekannt als Brunnenkresse.

**Botanische und Chemische Plausibilität:**
Brunnenkresse gehört zur Familie der Brassicaceae (Kreuzblütler), was die chemische Hauptsubstanz Gluconasturtiin (ein Glucosinolat) erklärt. Glucosinolate sind die Vorläufer der Isothiocyanate (z.B. Phenethylisothiocyanat), die für den charakteristischen scharfen, pfeffrigen Geschmack verantwortlich sind. Die Sensorik-Tags ""pfeffrig|frisch"" und die Leitsubstanz sind daher korrekt verknüpft. Die Substitutionsempfehlung Rucola (*Eruca sativa*), die ebenfalls Isothiocyanate enthält, ist sehr passend.

**Verarbeitung und Anwendung:**
Brunnenkresse wird typischerweise frisch verwendet, da der Geschmack nach dem Trocknen stark nachlässt. Der Datensatz spezifiziert jedoch ""Trocknung"" und ""Geschnitten"". Die Anwendungsempfehlung ""Am Ende zugeben"" ist essenziell, um die verbliebenen flüchtigen Schärfestoffe möglichst zu erhalten und nicht durch langes Kochen zu zerstören.

**Visuelle Plausibilität:**
Das Bild zeigt einen Haufen gut getrockneten, geschnittenen Krautmaterials von tiefgrüner Farbe auf einem Holzbrett. Die visuelle Struktur (fein geschnitten, dunkelgrün) ist absolut plausibel für eine getrocknete Blattware. Der visuelle Eindruck passt perfekt zum angegebenen Gewinnungsprozess (""Trocknung"") und zur Form (""Geschnitten"") sowie zum positiven Prompt (""Ultrarealistisches Foto von getrockneter Brunnenkresse"").

**Fazit:** Der Datensatz ist in sich stimmig und korrekt. Es sind keine Korrekturen erforderlich.

SCHRITT 2: DATEN (JSON)

Die Daten werden unverändert in den JSON-Block übertragen.";;—
STOFF-HRB-000078;Kraut;Allium tuberosum;Knoblauch-Schnittlauch;Garlic Chives;Active;Ostasien;Kraut mit Knoblauchnote.;Amaryllidaceae;Blätter;Trocknung;Schnitt;knoblauchig|grün;Schwefel;Wok|Eier;Keine;—;Trocken/Dunkel;24;;;;;;;;07129090;—;Kurz vor Ende zugeben;Schnittlauch + Knoblauch;STOFF-HRB-000078;Ultrarealistisches Foto von getrocknetem Knoblauch-Schnittlauch, 8k;keine Knolle;Foto;;;—
STOFF-HRB-000079;Kraut;Plectranthus amboinicus;Kubano-Oregano;Cuban Oregano;Active;Tropen;Oregano-ähnliche Würze.;Lamiaceae;Blätter;Trocknung;Geschnitten;würzig|kampferig;Carvacrol;Fleisch|Bohnen;Keine;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Sparsam dosieren;Oregano + Thymian;STOFF-HRB-000079;Ultrarealistisches Foto von getrocknetem Kubano-Oregano, 8k;kein frisches Kraut;Foto;;;—
STOFF-HRB-000080;Kraut;Mentha suaveolens;Apfelminze;Apple Mint;Active;Europa;Milde Minze für Tee.;Lamiaceae;Blätter;Trocknung;Geschnitten;minzig|mild;Limonen;Tee|Obst;Keine;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Als Tee aufgießen;Grüne Minze;STOFF-HRB-000080;Ultrarealistisches Foto von getrockneter Apfelminze, 8k;kein Menthol;Foto;;;—
STOFF-HRB-000081;Kraut;Houttuynia cordata;Fischminze;Fish Mint;Active;Südostasien;Kraut für Kräuterplatten.;Saururaceae;Blätter;Trocknung;Geschnitten;grün|intensiv;Decanal;Salat|Suppen;Keine;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Sehr sparsam;Koriandergrün + Minze;STOFF-HRB-000081;Ultrarealistisches Foto von getrockneter Fischminze, 8k;kein frisches Kraut;Foto;;;—
STOFF-HRB-000082;Kraut;Piper sarmentosum;Wilder Betel;Cha Plu;Active;Südostasien;Aromatisches Blatt für Wraps.;Piperaceae;Blätter;Trocknung;Geschnitten;pfeffrig|grün;Safrol;Curry|Salat;Safrol beachten;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Am Ende zugeben;Betelblatt;STOFF-HRB-000082;Ultrarealistisches Foto von getrocknetem wildem Betel, 8k;kein frisches Blatt;Foto;;;—
STOFF-HRB-000083;Kraut;Ocimum gratissimum;Afrik. Basilikum;Clove Basil;Active;Afrika;Basilikum mit Nelkennote.;Lamiaceae;Blätter;Trocknung;Geschnitten;basilikum|nelken;Eugenol;Eintopf|Fleisch;Keine;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Herzhafte Gerichte;Basilikum + Nelke;STOFF-HRB-000083;Ultrarealistisches Foto von getrocknetem afrikanischem Basilikum, 8k;kein frisches Kraut;Foto;;;—
STOFF-HRB-000084;Kraut;Glebionis coronaria;Shungiku;Garland Chrysanthemum;Active;Ostasien;Typisch für Hotpot.;Asteraceae;Blätter;Trocknung;Geschnitten;krautig|bitter;Gerbstoffe;Hotpot|Wok;Keine;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Kurz garen;Spinat + Bitterkräuter;STOFF-HRB-000084;Ultrarealistisches Foto von getrocknetem Shungiku, 8k;kein frisches Gemüse;Foto;;;—
STOFF-HRB-000085;Kraut;Apium graveolens var. secalinum;Sellerieblatt;Celery Leaves;Active;Europa;Würzig für Suppen.;Apiaceae;Blätter;Trocknung;Geschnitten;würzig|sellerie;Apium;Brühe|Suppe;Sellerie-Allergen;—;Trocken/Dunkel;24;;;;;;;;07129090;—;Mitkochen in Brühen;Liebstöckel;STOFF-HRB-000085;Ultrarealistisches Foto von getrockneten Sellerieblättern, 8k;kein frischer Bund;Foto;;;—
STOFF-HRB-000086;Kraut;Perilla frutescens;Shiso (Grün);Green Shiso;Active;Japan;Aromatisches Blattkraut.;Lamiaceae;Blätter;Trocknung;Geschnitten;grün|minzig;Perillaldehyd;Fisch|Reis;Keine;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Am Ende zugeben;Basilikum + Minze;STOFF-HRB-000086;Ultrarealistisches Foto von getrocknetem grünem Shiso, 8k;kein Sushi;Foto;;;—
STOFF-HRB-000087;Kraut;Thymus serpyllum;Quendel;Wild Thyme;Active;Europa;Wilde Thymian-Variante.;Lamiaceae;Blätter;Trocknung;Gerebelt;würzig|warm;Thymol;Schmorgerichte;Keine;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Mitkochen;Thymian;STOFF-HRB-000087;Ultrarealistisches Foto von getrocknetem Quendel, 8k;kein frisches Kraut;Foto;;;—
STOFF-HRB-000088;Kraut;Origanum dictamnus;Diptam;Dittany of Crete;Active;Kreta;Kretisches Bergkraut.;Lamiaceae;Blätter;Trocknung;Gerebelt;krautig|bitter;Carvacrol;Tee;Keine;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Als Tee;Oregano;STOFF-HRB-000088;Ultrarealistisches Foto von getrocknetem Diptam, 8k;kein frisches Kraut;Foto;;;—
STOFF-HRB-000089;Kraut;Sideritis scardica;Griech. Bergtee;Greek Mountain Tea;Active;Balkan;Stängeltee, mild blumig.;Lamiaceae;Blütenstände;Trocknung;Stängel;krautig|mild;Siderit;Tee;Keine;—;Trocken/Dunkel;24;;;;;;;;12119086;—;5–10 Min aufgießen;Eisenkraut;STOFF-HRB-000089;Ultrarealistisches Foto von getrocknetem Bergtee, 8k;kein Teebeutel;Foto;;;—
STOFF-HRB-000090;Kraut;Salvia sclarea;Muskatellersalbei;Clary Sage;Active;Mittelmeer;Warm und aromatisch.;Lamiaceae;Blätter;Trocknung;Geschnitten;krautig|warm;Sclareol;Mischungen;Keine;—;Trocken/Dunkel;24;;;;;;;;12119086;—;In Kräutermischungen;Salbei;STOFF-HRB-000090;Ultrarealistisches Foto von getrocknetem Muskatellersalbei, 8k;kein frisches Kraut;Foto;;;—
STOFF-HRB-000091;Kraut;Agastache foeniculum;Anisysop;Anise Hyssop;Active;Nordamerika;Anisartig-leicht süß.;Lamiaceae;Blätter;Trocknung;Blätter;anisartig|süß;Estragol;Tee|Desserts;Keine;—;Trocken/Dunkel;18;;;;;;;;12119086;—;Tee oder Desserts;Fenchelgrün;STOFF-HRB-000091;Ultrarealistisches Foto von getrocknetem Anisysop, 8k;kein frisches Kraut;Foto;;;—
STOFF-HRB-000092;Kraut;Monarda didyma;Indianernessel;Bee Balm;Active;Nordamerika;Blumig-minzig.;Lamiaceae;Blüten;Trocknung;Blüten;blumig|minzig;Thymol;Tee|Mischungen;Keine;—;Trocken/Dunkel;18;;;;;;;;12119086;—;Als Tee;Melisse;STOFF-HRB-000092;Ultrarealistisches Foto von getrockneter Monarde, 8k;kein frisches Kraut;Foto;;;—
STOFF-HRB-000093;Kraut;Alchemilla vulgaris;Frauenmantel;Lady's Mantle;Active;Europa;Mildes Teekraut.;Rosaceae;Blätter;Trocknung;Geschnitten;krautig|mild;Gerbstoffe;Tee;Keine;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Als Tee aufgießen;Brennnessel;STOFF-HRB-000093;Ultrarealistisches Foto von getrocknetem Frauenmantel, 8k;kein frisches Kraut;Foto;;;—
STOFF-HRB-000094;Kraut;Malva sylvestris;Malvenblüten;Mallow Flowers;Active;Europa;Mild blumiger Tee.;Malvaceae;Blüten;Trocknung;Blüten;mild blumig;Schleimstoffe;Tee;Keine;—;Trocken/Dunkel;24;;;;;;;;12119086;—;In Teemischungen;Lindenblüte;STOFF-HRB-000094;Ultrarealistisches Foto von getrockneten Malvenblüten, 8k;kein frischer Strauß;Foto;;;—
STOFF-HRB-000095;Kraut;Verbascum thapsus;Königskerze;Mullein Flowers;Active;Europa;Mild krautiger Tee.;Scrophulariaceae;Blüten;Trocknung;Blüten;mild|krautig;Saponine;Tee;Keine;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Als Tee aufgießen;Kamille;STOFF-HRB-000095;Ultrarealistisches Foto von getrockneten Königskerzenblüten, 8k;kein frischer Blütenstand;Foto;;;—
STOFF-HRB-000096;Kraut;Echinacea purpurea;Sonnenhut;Echinacea;Active;Nordamerika;Leicht bitteres Teekraut.;Asteraceae;Kraut;Trocknung;Stücke;krautig|bitter;Echinacosid;Tee|Ansatz;Korbblütler-Allergie;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Als Tee/Ansatz;Schafgarbe;STOFF-HRB-000096;Ultrarealistisches Foto von getrockneter Echinacea, 8k;kein frisches Kraut;Foto;;;—
STOFF-HRB-000097;Kraut;Angelica archangelica;Engelwurz (Blatt);Angelica Leaf;Active;Nordeuropa;Würzig-aromatisches Blatt.;Apiaceae;Blätter;Trocknung;Geschnitten;würzig|aromatisch;Angelica;Mischungen|Ansatz;Keine;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Sehr sparsam;Liebstöckel;STOFF-HRB-000097;Ultrarealistisches Foto von getrocknetem Engelwurzblatt, 8k;kein frisches Kraut;Foto;;;—
STOFF-HRB-000098;Kraut;Meum athamanticum;Bärwurz (Blatt);Spignel;Active;Alpenraum;Würzig-krautiges Blatt.;Apiaceae;Blätter;Trocknung;Geschnitten;würzig|krautig;Ligustilid;Würzmittel;Keine;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Sparsam dosieren;Sellerieblatt;STOFF-HRB-000098;Ultrarealistisches Foto von getrocknetem Bärwurzblatt, 8k;kein frisches Kraut;Foto;;;—
STOFF-HRB-000099;Kraut;Calendula officinalis;Ringelblume;Calendula Flowers;Active;Europa;Traditionelles Hautkraut.;Asteraceae;Blüten;Trocknung;Blüten;mild|honig;Faradiol;Tee|Salbe;Allergie möglich;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Ölauszug für Salben;Kamille;STOFF-HRB-000099;Ultrarealistisches Foto von getrockneten Ringelblumenblüten, 8k;kein Teegetränk;Foto;;;—
STOFF-HRB-000100;Kraut;Arnica montana;Arnikablüten;Arnica Flowers;Active;Alpenraum;Äußerlich in Tinkturen.;Asteraceae;Blüten;Trocknung;Blüten;krautig|bitter;Helenalin;Tinktur|Einreibung;Nur äußerlich;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Tinktur/Einreibung;Ringelblume;STOFF-HRB-000100;Ultrarealistisches Foto von getrockneten Arnikablüten, 8k;kein Teegetränk;Foto;;;—
STOFF-HRB-000101;Kraut;Hypericum perforatum;Johanniskraut;St John’s Wort;Active;Europa;Traditionell als Ölmazerat („Rotöl“) und Tee.;Hypericaceae;Blüten;Trocknung;Kraut;krautig|harzig;Hypericin;Ölmazerat|Tee;Interaktionen beachten;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Ölmazerat oder Tee;Ringelblume;STOFF-HRB-000101;Ultrarealistisches Foto von getrocknetem Johanniskraut, Makro, 8k;kein Rotöl;Foto;;;
STOFF-HRB-000102;Kraut;Valeriana officinalis;Baldrianwurzel;Valerian Root;Active;Europa;Klassisches Beruhigungskraut.;Caprifoliaceae;Wurzel;Trocknung;Wurzelstücke;erdig|muffig;Valerensäuren;Tee|Tinktur;Kann müde machen;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Als Tee (abends);Passionsblume;STOFF-HRB-000102;Ultrarealistisches Foto von getrockneter Baldrianwurzel, Makro, 8k;kein Teegetränk;Foto;;;
STOFF-HRB-000103;Kraut;Passiflora incarnata;Passionsblumenkraut;Passionflower;Active;Amerika;In Beruhigungs- und Schlaftees.;Passifloraceae;Kraut;Trocknung;Kraut;mild|krautig;Flavonoide;Tee;Kann müde machen;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Als Tee (abends);Melisse oder Baldrian;STOFF-HRB-000103;Ultrarealistisches Foto von getrocknetem Passionsblumenkraut, Makro, 8k;keine Blüte;Foto;;;
STOFF-HRB-000104;Kraut;Scutellaria lateriflora;Helmkraut (Skullcap);Skullcap;Active;Nordamerika;Nervenberuhigendes Teekraut.;Lamiaceae;Kraut;Trocknung;Kraut;krautig|mild;Scutellarin;Tee;Kann müde machen;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Als Tee oder in Mischungen;Passionsblume;STOFF-HRB-000104;Ultrarealistisches Foto von getrocknetem Helmkraut, Makro, 8k;kein Teegetränk;Foto;;;
STOFF-HRB-000105;Kraut;Equisetum arvense;Ackerschachtelhalm;Horsetail;Active;Europa;Traditionelles „Kieselsäure“-Kraut.;Equisetaceae;Kraut;Trocknung;Sprossstücke;grün|krautig;Kieselsäure;Tee;Nicht dauerhaft hoch dosieren;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Als Tee (kurweise);Brennnessel;STOFF-HRB-000105;Ultrarealistisches Foto von getrocknetem Ackerschachtelhalm, segmentiert, Makro, 8k;kein Teegetränk;Foto;;;
STOFF-HRB-000106;Kraut;Symphytum officinale;Beinwell (Blatt);Comfrey Leaf;Active;Europa;Traditionell in Salben (äußerlich).;Boraginaceae;Blätter;Trocknung;Geschnitten;krautig|erdig;Allantoin;Salbe;Nur äußerlich;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Für Salbenansatz;Spitzwegerich;STOFF-HRB-000106;Ultrarealistisches Foto von getrocknetem Beinwellblatt, Makro, 8k;kein Teegetränk;Foto;;;
STOFF-HRB-000107;Kraut;Plantago lanceolata;Spitzwegerich;Ribwort Plantain;Active;Europa;Klassisches Husten- und Wiesen-Heilkraut.;Plantaginaceae;Blätter;Trocknung;Geschnitten;grün|krautig;Iridoide;Tee|Sirup;Keine;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Als Tee oder Sirup;Königskerze;STOFF-HRB-000107;Ultrarealistisches Foto von getrocknetem Spitzwegerich, Makro, 8k;kein Teegetränk;Foto;;;
STOFF-HRB-000108;Kraut;Glycyrrhiza glabra;Süßholzwurzel;Licorice Root;Active;Westasien;Aromawurzel für Tees.;Fabaceae;Wurzel;Trocknung;Wurzelstücke;süß|holzartig;Glycyrrhizin;Tee|Dekokt;Blutdruck beachten;—;Trocken/Dunkel;36;;;;;;;;12119086;—;Als Dekokt;Anis/Fenchel;STOFF-HRB-000108;Ultrarealistisches Foto von getrockneter Süßholzwurzel, Makro, 8k;kein Bonbon;Foto;;;
STOFF-HRB-000109;Kraut;Rosa damascena;Rosenblütenblätter;Damask Rose Petals;Active;Bulgarien;Duftblume für Rosenwasser.;Rosaceae;Blütenblätter;Trocknung;Blütenblätter;rosig|blumig;Geraniol;Tee|Dessert;Keine;—;Trocken/Dunkel;24;;;;;;;;06039000;—;Aromatisieren;Holunderblüte;STOFF-HRB-000109;Ultrarealistisches Foto von getrockneten Rosenblütenblättern, Makro, 8k;kein Rosenwasser;Foto;;;
STOFF-HRB-000110;Kraut;Jasminum sambac;Jasminblüten;Jasmine Flowers;Active;Asien;Duftblüte für Jasmintee.;Oleaceae;Blüten;Trocknung;Blüten;intensiv blumig;Linalool;Tee;Sehr intensiv;—;Trocken/Dunkel;24;;;;;;;;06039000;—;Aromatisieren;Rosenblüte;STOFF-HRB-000110;Ultrarealistisches Foto von getrockneten Jasminblüten, Makro, 8k;kein Teebeutel;Foto;;;
STOFF-HRB-000111;Kraut;Pogostemon cablin;Patchouli-Blätter;Patchouli Leaves;Active;Südostasien;Klassisches Duftkraut.;Lamiaceae;Blätter;Trocknung;Geschnitten;erdig|holzig;Patchoulol;Räucherwerk;Nicht zum Verzehr;—;Trocken/Dunkel;24;;;;;;;;12119086;—;Duftmischungen;Vetiver;STOFF-HRB-000111;Ultrarealistisches Foto von getrockneten Patchouli-Blättern, Makro, 8k;kein Ölfläschchen;Foto;;;
STOFF-HRB-000112;Kraut;Cananga odorata;Ylang-Ylang-Blüten;Ylang-Ylang Flowers;Active;Südostasien;Tropische Duftblüte.;Annonaceae;Blüten;Trocknung;Blüten;süß|tropisch;Linalool;Duft;Sehr intensiv;—;Trocken/Dunkel;24;;;;;;;;06039000;—;Duftmischungen;Jasmin;STOFF-HRB-000112;Ultrarealistisches Foto von getrockneten Ylang-Ylang-Blüten, Makro, 8k;kein Öl;Foto;;;
